ID,Requisito,Processo,Subprocesso,Módulo,Submodulo,ID BPD,Nome BPD,Descrição,App ID,Atende,OBS,Acelerador,FIT/GAP/DELTA,Workshop,Workshop (bagunçado),SCOPE_ITEM,ID_GAP,GAP Descrição
504,5140,Estoque/Produção,Gestão da Produção,PP,,PP - BPD004 - Planejamento e execução da produção do ARLA 32,BPD004 - Manufatura - Planejamento e execução da produção do ARLA 32,"Permitir manter orçamento da produção conforme formulação técnica, permitindo a inclusão e alteração de
produtos.",,Atende,,,FIT,,,"BJH,J44,BJ5,BJN",,
505,5141,Estoque/Produção,Gestão da Produção,PP,EWM/MM,PP - BPD005 - Planejamento e execução da produção de combustível ,BPD005 - Manufatura - Planejamento e execução da produção de combustível ,Gerenciar e monitorar a expedição versus produção.,,,,,,,,BJE,,
506,5142,Estoque/Produção,Gestão da Produção,PP,,PP - BPD004 - Planejamento e execução da produção do ARLA 32,BPD004 - Manufatura - Planejamento e execução da produção do ARLA 32,Permitir a visibilidade de desvios da formulação técnica.,KKBC_ORD,Atende,,,FIT,,,"BJH,J44,BJ5,BJN,2QW",,
507,5143,Estoque/Produção,Gestão da Produção,PP,,PP - BPD004 - Planejamento e execução da produção do ARLA 32,BPD004 - Manufatura - Planejamento e execução da produção do ARLA 32,Permitir a visibilidade da aderência do plano de produção (planejado versus realizado).,KKBC_ORD,Atende,,,FIT,,,"BJH,J44,BJ5,BJN,2QW",,
508,5144,Estoque/Produção,Gestão da Produção,PP,,PP - BPD004 - Planejamento e execução da produção do ARLA 32,BPD004 - Manufatura - Planejamento e execução da produção do ARLA 32,"Gerenciar e monitorar os lotes de produção, incluindo rastreamento, validade, qualidade.",MSC3N/BMBC/QA32,Atende,,,FIT,,,"BJH,J44,BJ5,BJN,2QW",,
509,5145,Estoque/Produção,Gestão da Produção,TD,PP/MM,TD - BPD003 - Gestão Operacional de Transportes (IS-Oil),BPD003 - OIL - Gestão Operacional de Transportes (IS-Oil),"Permitir  a  emissão  de  etiquetas  para  as  embalagens,  contendo  os  dados,  especificações  e  garantias  do produto, como, dados do fabricante, composição, produtos adicionais, lote, quantidade em toneladas, data de fabricação e validade.",,Parcial,"GAP: Permitir a emissão de etiquetas para as embalagens, contendo os dados, especificações e garantias do produto, como, dados do fabricante, composição, produtos adicionais, lote, quantidade em
toneladas, data de fabricação e validade",,GAP,,,,,"Permitir a emissão de etiquetas para as embalagens, contendo os dados, especificações e garantias do produto, como, dados do fabricante, composição, produtos adicionais, lote, quantidade em
toneladas, data de fabricação e validade"
510,5146,Estoque/Produção,Ordem de Produção,PP,SD,PP - BPD005 - Planejamento e execução da produção de combustível ,BPD005 - Manufatura - Planejamento e execução da produção de combustível ,Permitir o vínculo das ordens de produção a um ou mais pedidos de vendas.,,,"Pelo lote ok, se MTO só é possível atribuir uma OP a uma OV",,,,,BJE,,
511,5147,Estoque/Produção,Ordem de Produção,MM,,MM - BPD001 - Administração de estoques (incluir MRP consumo),BPD001 - Compras - Administração de estoques (incluir MRP consumo),"Gerar  ordem  de  produção  em  função  da  necessidade  de  reposição  do  estoque  através  do  estoque  mínimo
e/ou em função do consumo no período e/ou ainda, sob encomenda específica do cliente (pedido de venda e ordem de carregamento/romaneio).",,,,,,,"ID 92 - MM (t9)  Administração de estoque (MRP para consumo), lotes e estoque central",,,
512,5148,Estoque/Produção,Ordem de Produção,PP,"MM, SD",PP - BPD005 - Planejamento e execução da produção de combustível ,BPD005 - Manufatura - Planejamento e execução da produção de combustível ,"Permitir a gestão e monitoramento de estoques de matéria-prima e semiacabados, verificando a existência de estoque suficiente para atender à demanda das ordens de produção geradas Material Requirements Planning 1 (MRP1), possibilitando que quando houver falta, imediatamente a área de compras observa esta demanda e toma as providências de compras (geração de sugestão de pedido de compra automático).",,Atende,"Criar requisição de compras conforme necessidade, ATP na produção",,FIT,,,J44,,
513,5149,Estoque/Produção,Ordem de Produção,PP,,PP - BPD004 - Planejamento e execução da produção do ARLA 32,BPD004 - Manufatura - Planejamento e execução da produção do ARLA 32,"Monitorar e visualizar, no momento da criação da ordem de produção, as fases e equipamentos disponíveis
para execução da tarefa com suas as datas e horários.",,,Detalhar ,,,,,"BJH,J44,BJ5,BJN,2QW",,
514,5150,Estoque/Produção,Ordem de Produção,PP,,PP - BPD005 - Planejamento e execução da produção de combustível ,BPD005 - Manufatura - Planejamento e execução da produção de combustível ,"Oferecer  a  visibilidade  e  monitoramento  constante  da  data  limite  de  entrega  de  cada  Ordem  de  Produção (OP)  aos  envolvidos  na  operação  (pedido).  Adicionalmente,  a  OP  deve  possuir  vínculo  com  a  Ordem  de
Carregamento (romaneio de carga).",,Atende,,,FIT,,,J44,,
515,5151,Estoque/Produção,Ordem de Produção,PP,,PP - BPD005 - Planejamento e execução da produção de combustível ,BPD005 - Manufatura - Planejamento e execução da produção de combustível ,Gerenciar e monitorar a lista de prioridades das ordens de produção.,,Atende,,,FIT,,,J44,,
516,5152,Estoque/Produção,Ordem de Produção,PP,,PP - BPD004 - Planejamento e execução da produção do ARLA 32,BPD004 - Manufatura - Planejamento e execução da produção do ARLA 32,"Permitir  o monitoramento e  histórico dos lotes, por unidade (linha) de  negócio, utilizados na OP em toda a cadeia, considerando, além das opções de rastreabilidade existentes na solução, obrigatoriamente as opções
de: NF de entrada e Ordem de Compra.",,,Detalhar,,,,,"BJH,J44,BJ5,BJN,2QW",,
517,5153,Estoque/Produção,Ordem de Produção,QM,,QM - BPD006 - Qualidade no ARLA 32,BPD006 - Manufatura - Qualidade no ARLA 32,"Permitir a gestão, monitoramento e histórico das análises de qualidade (laboratorial) para produtos acabados, semi    acabado,    revenda    e    matéria-prima,    considerando,    além    das    opções    existentes    na    solução, obrigatoriamente  as  opções  de  gestão  e  monitoramento  por:  lotes,  ordens  de  produção,  NF  de  entrada,
Ordens de Compra, fornecedor e adequação a padrões pré-definidos na ficha técnica.",,Atende,,,,,,"1FM,1E1,1MP",,
518,5154,Estoque/Produção,Ordem de Produção,PP,,PP - BPD004 - Planejamento e execução da produção do ARLA 32,BPD004 - Manufatura - Planejamento e execução da produção do ARLA 32,"Parametrização   da   permissão   (permitir   /   não   permitir)   da   alocação   de   componentes   divergentes   da
formulação técnica.",,,,,,,,"BJ5,BJN",,
519,5155,Estoque/Produção,Ordem de Produção,PP,,PP - BPD004 - Planejamento e execução da produção do ARLA 32,BPD004 - Manufatura - Planejamento e execução da produção do ARLA 32,"Manter taxa de rendimento de produção, por grupo de produto.",,,,,FIT,,,"BJH,J44,BJ5,BJN,2QW",,
520,5156,Estoque/Produção,Ordem de Produção,PP,,PP - BPD004 - Planejamento e execução da produção do ARLA 32,BPD004 - Manufatura - Planejamento e execução da produção do ARLA 32,"Manter  ajuste  de  rendimento  de  produção,  por  linha  de  produto  e  por  filial  (dentro  da  competência),  o
processamento é o rateio da quantidade justificada do ajuste entre as ordens de produção.",,,"Rateio de produtos já utilizados na ordem de produção é possível realizar o rateio via CKMDUVMAT, materiais nunca utilizados na OP não é possível realizar o rateio, neste caso é necessário inventário via MM",,,,,"BJH,J44,BJ5,BJN,2QW",,
521,5157,Estoque/Produção,Ordem de Produção,PP,,PP - BPD004 - Planejamento e execução da produção do ARLA 32,BPD004 - Manufatura - Planejamento e execução da produção do ARLA 32,"Manter  ajuste  de  rateio  de  consumo.  Permitir  a  inclusão  de  componentes  que  serão  rateados  entre  os
produtos que o consumiram em uma determinada competência.",,,"Rateio de produtos já utilizados na ordem de produção é possível realizar o rateio via CKMDUVMAT, materiais nunca utilizados na OP não é possível realizar o rateio, neste caso é necessário inventário via MM",,,,,"BJH,J44,BJ5,BJN,2QW",,
522,5158,Estoque/Produção,Ordem de Produção,PP,CO,PP - BPD005 - Planejamento e execução da produção de combustível ,BPD005 - Manufatura - Planejamento e execução da produção de combustível ,"Realizar  a  baixa  de  estoque  automaticamente  após  a  finalização  da  ordem  de  produção  e  alimentação  do
estoque com o produto acabado. Atualização dos custos do produto acabado.",,Atende,,,FIT,,,BJE,,
366,5160,Estoque/Produção,Relatórios,PP,,PP - BPD004 - Planejamento e execução da produção do ARLA 32,BPD004 - Manufatura - Planejamento e execução da produção do ARLA 32,Permitir a emissão de relatório de totalização da produção por turno/dia/mês.,,Atende,,,FIT,,,"BJH,J44,BJ5,BJN,2QW",,
367,5161,Estoque/Produção,Relatórios,PP,MM,PP - BPD004 - Planejamento e execução da produção do ARLA 32,BPD004 - Manufatura - Planejamento e execução da produção do ARLA 32,Permitir a emissão de relatório de quebras e sobras de estoque.,COOIS/MMBE,Atende,,,FIT,,,"BJH,J44,BJ5,BJN,2QW",,
368,5162,Estoque/Produção,Relatórios,PP,,PP - BPD004 - Planejamento e execução da produção do ARLA 32,BPD004 - Manufatura - Planejamento e execução da produção do ARLA 32,Permitir a emissão de relatório de totalização dos consumos de matéria-prima.,COOIS,Atende,,,FIT,,,"BJH,J44,BJ5,BJN,2QW",,
369,5163,Estoque/Produção,Relatórios,PP,,PP - BPD004 - Planejamento e execução da produção do ARLA 32,BPD004 - Manufatura - Planejamento e execução da produção do ARLA 32,Permitir a emissão de relatório de ordens de produção programadas / fechadas/ pendentes.,COOIS,Atende,,,FIT,,,"BJH,J44,BJ5,BJN,2QW",,
370,5164,Estoque/Produção,Relatórios,TD,"SD, MM, CDS",TD - BPD003 - Gestão Operacional de Transportes (IS-Oil),BPD003 - OIL - Gestão Operacional de Transportes (IS-Oil),Permitir a emissão de relatório de ordens de carregamento programadas/fechadas/pendentes.,,Atende,,,FIT,,,,,
371,5165,Estoque/Produção,Relatórios,MM,CO,MM - BPD006 - Administração de estoques (incluir relatórios),BPD006 - Suprimentos - Administração de estoques (incluir relatórios),Permitir a emissão de relatório de totalização dos estoques atualizados.,F1595/MMBE,Atende,,,FIT,,"ID 92 - MM (t9)  Administração de estoque (MRP para consumo), lotes e estoque central",,,
372,5166,Estoque/Produção,Relatórios,MM,SD,MM - BPD006 - Administração de estoques (incluir relatórios),BPD006 - Suprimentos - Administração de estoques (incluir relatórios),"Permitir a emissão de relatório de recepção e expedição de produtos, por dia, mês, por ano.",,,,,,,"ID 92 - MM (t9)  Administração de estoque (MRP para consumo), lotes e estoque central",,,
373,5167,Estoque/Produção,Relatórios,MM,CO,MM - BPD006 - Administração de estoques (incluir relatórios),BPD006 - Suprimentos - Administração de estoques (incluir relatórios),"Permitir a emissão de relatório de estoque diário, mensal e anual por produto.",F1595/MMBE,Atende,,,FIT,,"ID 92 - MM (t9)  Administração de estoque (MRP para consumo), lotes e estoque central",,,
374,5168,Estoque/Produção,Relatórios,MM,,MM - BPD006 - Administração de estoques (incluir relatórios),BPD006 - Suprimentos - Administração de estoques (incluir relatórios),"Permitir a emissão de relatório de estoque por local, por lote e número de lote.",F1595/MMBE,Atende,,,FIT,,"ID 92 - MM (t9)  Administração de estoque (MRP para consumo), lotes e estoque central",,,
375,5169,Estoque/Produção,Relatórios,SD,"TD, CDS","SD - BPD001 - Processo de Vendas (Venda de Combustível, Ativo, Serviço, Sucata)","BPD001 - Comercial - Processo de Vendas (Venda de Combustível, Ativo, Serviço, Sucata)","Permitir a emissão de relatório de expedição por cliente, dia, mês e ano.",F0869,Atende,,,,,,BD9,,
376,5170,Estoque/Produção,Relatórios,PP,MM,PP - BPD004 - Planejamento e execução da produção do ARLA 32,BPD004 - Manufatura - Planejamento e execução da produção do ARLA 32,Permitir a emissão de relatório de previsão de consumo de matéria-prima e insumos.,COOIS,Atende,,,FIT,,,"BJH,J44,BJ5,BJN,2QW",,
377,5171,Estoque/Produção,Relatórios,SD,,SD - BPD005 - Localização Brasil (Impostos NF-e Saída),BPD005 - Comercial - Localização Brasil (Impostos NF-e Saída),Permitir a emissão de relatório de lotes da NF.,,,,,,,"400 - Definição matriz tributária (overview cockpit de parâmetros fiscais: J1BTAX)
401 - Parâmetros fiscais e seus impactos",,,
378,5172,Estoque/Produção,Relatórios,CO,MM,CO - BPD014 - Fechamento de despesas e cálculos dos custos padrão e real (Material Ledger),BPD014 - Finanças - Fechamento de despesas e cálculos dos custos padrão e real (Material Ledger),Permitir a emissão de relatório de resumo de matéria-prima e/ou valor.,,,Entender requerimento,,,,,,,
379,5173,Estoque/Produção,Relatórios,SD,"C4C,BP","SD - BPD001 - Processo de Vendas (Venda de Combustível, Ativo, Serviço, Sucata)","BPD001 - Comercial - Processo de Vendas (Venda de Combustível, Ativo, Serviço, Sucata)",Permitir a emissão de relatório de curva ABC do faturamento.,,,,,,,,BD9,,
380,5174,Estoque/Produção,Relatórios,CO,,CO - BPD014 - Fechamento de despesas e cálculos dos custos padrão e real (Material Ledger),BPD014 - Finanças - Fechamento de despesas e cálculos dos custos padrão e real (Material Ledger),Permitir a emissão de relatório de produto em processo contábil.,,,,,,,,BEG,,
381,5175,Estoque/Produção,Relatórios,MM,SAC BI/PP,MM - BPD006 - Administração de estoques (incluir relatórios),BPD006 - Suprimentos - Administração de estoques (incluir relatórios),Permitir a emissão de relatório de produto em processo físico.,,Atende,"Verifiquei com o Alessandro sobre este item, ele me explicou que atualmente, no sistema deles, ele tem duas ""visões"" de estoque, o físico e o fiscal, em alguns cenários a NF chega hoje pra eles, mas o material fisicamente só chega após 3 dias, ele quer ter a visão desses dois estoques (o físico e o fiscal)",,,,,,,
382,5176,Estoque/Produção,Relatórios,PP,,PP - BPD004 - Planejamento e execução da produção do ARLA 32,BPD004 - Manufatura - Planejamento e execução da produção do ARLA 32,Permitir a emissão de relatório de lotes utilizados.,CCOIS/BMBC,Atende,,,FIT,,,"BJH,J44,BJ5,BJN,2QW",,
383,5177,Estoque/Produção,Relatórios,PP,,PP - BPD004 - Planejamento e execução da produção do ARLA 32,BPD004 - Manufatura - Planejamento e execução da produção do ARLA 32,"Permitir  a  emissão  de  relatório  de  matriz  de  formulações,  rastreando  todas  as  listas  de  materiais  onde
determinada matéria-prima é utilizada.",BMBC,Atende,,,FIT,,,"BJH,J44,BJ5,BJN,2QW",,
384,5178,Estoque/Produção,Relatórios,MM,PP,MM - BPD006 - Administração de estoques (incluir relatórios),BPD006 - Suprimentos - Administração de estoques (incluir relatórios),Permitir  a  emissão  de  relatório  de  estoque  global  (matriz  e  filial)  para  servir  de  base  programação  de produção.,F1595/MMBE,Atende,,,FIT,,"ID 92 - MM (t9)  Administração de estoque (MRP para consumo), lotes e estoque central",,,
385,5179,Estoque/Produção,Relatórios,TD,TD,TD - BPD001 - Distribuidoras,BPD001 - Transporte e Logística- Planejamento de transportes - Distribuidoras,Emitir o relatório de programação e/ou formação de carregamento.,,,,,,,,,,
841,5180,Logística,Relatórios,TM,FI,TM - BPD003 - Faturamento de Frete - Distribuidoras,BPD003 - Transporte e Logística - Faturamento de Frete - Distribuidoras,Emitir relatório de fretes pagos e gerados.,,Atende,"WRICEF 151 - Aplicativo ""gestão de pagamento de frete"", Fi pode criar uma lógica para contemplar os fretes que ja foram pagos para o transportador",,FIT,,,,,
386,5181,Estoque/Produção,Relatórios,TD,SD/MM,TD - BPD003 - Gestão Operacional de Transportes (IS-Oil),BPD003 - OIL - Gestão Operacional de Transportes (IS-Oil),Permitir a emissão do relatório de romaneios de carga registrados em determinado período.,,Atende,,,FIT,,,,,
387,5182,Estoque/Produção,Relatórios,CO,MM,CO - BPD014 - Fechamento de despesas e cálculos dos custos padrão e real (Material Ledger),BPD014 - Finanças - Fechamento de despesas e cálculos dos custos padrão e real (Material Ledger),"Permitir  emissão do relatório de  estoque, com no mínimo as seguintes  visões: -  contábil corporativo (razão sintético e analítico contábil, sintético e analítico contábil, sintético e analítico entradas e sintético e analítico saídas);   -   compensado;   -   físico;   -   comparativo   físico   versus   contábil;   -   razão   estoque   contábil;   - acompanhamento  de  estoque;  -  Aplicar  diversos  filtros,  por  grupo  de  produto,  filial,  depósito,  produto,
centros de custos etc.",,,GAP,,GAP,,,"1ZT,2I3,2QL,BEG,BEI,BEV,BF7,J54, 33Q",,
388,5184,Estoque/Produção,Relatórios,SD,C4C,SD - BPD005 - Localização Brasil (Impostos NF-e Saída),BPD005 - Comercial - Localização Brasil (Impostos NF-e Saída),Possibilitar a emissão do relatório por itens da nota fiscal.,Z* analisar a nivel de item,,GAP,,GAP,,"400 - Definição matriz tributária (overview cockpit de parâmetros fiscais: J1BTAX)
401 - Parâmetros fiscais e seus impactos",N/A,,
389,5185,Estoque/Produção,Relatórios,MM,,MM - BPD006 - Administração de estoques (incluir relatórios),BPD006 - Suprimentos - Administração de estoques (incluir relatórios),"Relatório para controle de saldo de estoque por produto, trazendo a quantidade por produto em relação ao sistema, considerando as movimentações.",MB51,Atende,,,FIT,,"ID 92 - MM (t9)  Administração de estoque (MRP para consumo), lotes e estoque central",,,
390,5186,Estoque/Produção,Relatórios,MM,SD,MM - BPD006 - Administração de estoques (incluir relatórios),BPD006 - Suprimentos - Administração de estoques (incluir relatórios),"Relatório para controle de saldo de produtos conforme as retiradas realizadas por clientes, com informação de validade.",,,,,,,"ID 92 - MM (t9)  Administração de estoque (MRP para consumo), lotes e estoque central",,,
391,5187,Estoque/Produção,Relatórios,MM,SD/MM /SOLUTIO,MM - BPD007 - Localização Brasil - Entradas NFe,BPD007 - Suprimentos - Localização Brasil - Entradas NFe,"Relatório das Nfs lançadas, com filtros por filial, produto, fornecedor, local de estoque, tipo de movimentação
no estoque, operação de entrada etc.",J1BNFE,Parcial,DEMO app e ver se atende SD e MM,,,,,,,
392,5188,Estoque/Produção,Relatórios,SD,,"SD - BPD003 - Pricing de Vendas (Esquema de Calculo Determinação: Impostos, Preços, Frete e Descontos)","BPD003 - Comercial - Pricing de Vendas (Esquema de Calculo Determinação: Impostos, Preços, Frete e Descontos)","Relatório  demonstrando  margem  bruta,  margem  de  contribuição,  ponto  de  equilibrio  por  filial,  centros  de
custos, tipo de produto e por produto, cliente e grupo de clientes, estado, etc.",,,,,,,149 - Preços de Vendas - Esquema de Cálculos e Cadastro,,,
393,5189,Estoque/Produção,Relatórios,MM,,MM - BPD001 - Administração de estoques (incluir MRP consumo),BPD001 - Compras - Administração de estoques (incluir MRP consumo),"Emissão de relatório dos produtos: ativos, inativos, por filial, tipo de produto, usuários.",F1602,Atende,*realizar filtros para segregar,,FIT,,"ID 92 - MM (t9)  Administração de estoque (MRP para consumo), lotes e estoque central",,,
394,5190,Estoque/Produção,Relatórios,CO,PP,CO - BPD014 - Fechamento de despesas e cálculos dos custos padrão e real (Material Ledger),BPD014 - Finanças - Fechamento de despesas e cálculos dos custos padrão e real (Material Ledger),"Relatório dos custos de produção com visões custo padrão, previsto, custeio direto, custeio por absorção com
filtros por filial, linhas de negócio, centros de custo etc.",,,"GAP: Análise dos custos - Esclarecer requisito com SAP
Avaliar aplicativos Fiori",,GAP,,,BEG,,Análise dos custos
395,5192,Estoque/Produção,Relatórios,MM,,MM - BPD001 - Administração de estoques (incluir MRP consumo),BPD001 - Compras - Administração de estoques (incluir MRP consumo),Emissão de relatório de transferências entre as filiais e depósitos.,F1061/F1957/F2358,Atende,,,FIT,,"ID 92 - MM (t9)  Administração de estoque (MRP para consumo), lotes e estoque central",,,
525,5195,Estoque/Produção,Apontamento da Produção,PP,,PP - BPD005 - Planejamento e execução da produção de combustível ,BPD005 - Manufatura - Planejamento e execução da produção de combustível ,Permitir automatização do processo de apontamento de produção.,,,Detalhar qual a necessidade de automação. Interface? Ou baixa por explosão + EM automática? GAP Identificado - Permitir automatização do processo de apontamento de produção.,,GAP,,,BJE,,Permitir automatização do processo de apontamento de produção.
526,5196,Estoque/Produção,Apontamento da Produção,PP,,PP - BPD005 - Planejamento e execução da produção de combustível ,BPD005 - Manufatura - Planejamento e execução da produção de combustível ,Permitir a baixa automática dos estoques de matéria-prima no momento do apontamento (online).,,Atende,,,FIT,,,BJE,,Permitir automatização do processo de apontamento de produção.
527,5197,Estoque/Produção,Apontamento da Produção,QM,,QM - BPD007 - Qualidade nos combustíveis,BPD007 - Manufatura - Qualidade nos combustíveis,Realizar apontamento de atributos de qualidade específicos por cada tipo de produto.,,Atende,,,,,,"1FM,1E1,1MP",,
528,5198,Estoque/Produção,Apontamento da Produção,PP,INTEGRAÇÃO,PP - BPD004 - Planejamento e execução da produção do ARLA 32,BPD004 - Manufatura - Planejamento e execução da produção do ARLA 32,Importar apontamento de produção a partir de sistema de automação da fábrica.,,GAP,,,GAP,,,"BJH,J44,BJ5,BJN,2QW",,
529,5199,Estoque/Produção,Apontamento da Produção,PP,,PP - BPD004 - Planejamento e execução da produção do ARLA 32,BPD004 - Manufatura - Planejamento e execução da produção do ARLA 32,"Permitir que durante o apontamento de produção, possam ser gerados lotes.",,Atende,,,FIT,,,BJ5,,
530,5200,Estoque/Produção,Apontamento da Produção,PP,,PP - BPD004 - Planejamento e execução da produção do ARLA 32,BPD004 - Manufatura - Planejamento e execução da produção do ARLA 32,Permitir o consumo de lotes de matéria-prima (Arla 32).,,Atende,,,FIT,,,BJ5,,
531,5201,Estoque/Produção,Apontamento da Produção,PP,,PP - BPD005 - Planejamento e execução da produção de combustível ,BPD005 - Manufatura - Planejamento e execução da produção de combustível ,"Permitir o controle dos produtos de terceiros, cuja a baixa não é feita no momento do apontamento (insumos,
embalagens, etc).",,,Detalhar,,,,,BJE,,
532,5202,Estoque/Produção,Formulação Técnica,PP,MM,PP - BPD004 - Produção,BPD004 - Dados Mestres - Produção,"Permitir o cadastro e definição da formulação técnica dos produtos identificando as matérias-primas, serviços e  semiacabados   que  compõem  o   produto   acabado,   informando  a  quantidade  utilizada  em  cada  item (incluindo percentual de matéria-prima), com até cinco casas decimais, largura, diâmetro, comprimento, peso, margem   de   segurança,   percentual   de   perda,   embalagem,   suas   especificações   técnicas,   coproduto   e
subproduto, fator de conversão de unidades de medida.",,,,,,,ID 58 - PP (t6) - Dados Mestre - Objetos técnicos (Planejamento e Controle de Produção),"BNK,BNL,BLD",,
533,5203,Estoque/Produção,Formulação Técnica,PP,DMS,PP - BPD004 - Planejamento e execução da produção do ARLA 32,BPD004 - Manufatura - Planejamento e execução da produção do ARLA 32,Controlar a especificação (desenho) e a revisão do projeto de produção de cada produto acabado e/ou novo.,,,Detalhar,,,,,"BJH,J44,BJ5,BJN,2QW",,
534,5204,Estoque/Produção,Formulação Técnica,PP,,PP - BPD004 - Produção,BPD004 - Dados Mestres - Produção,"Definir lote mínimo de produção para um produto acabado, por formulação técnica.",,Atende,,,FIT,,ID 58 - PP (t6) - Dados Mestre - Objetos técnicos (Planejamento e Controle de Produção),"BNK,BNL,BLD",,
535,5205,Estoque/Produção,Formulação Técnica,PP,INTEGRAÇÃO,PP - BPD004 - Produção,BPD004 - Dados Mestres - Produção,"A  solução  deve  possuir  módulo  ou  ferramenta  de  formulação  de  produto  que  possibilite  a  simulação  de formulações, em tempo real, conforme especificações e regras pré-determinadas pelo usuário no momento da simulação. Este módulo ou ferramenta deve possuir integração com a solução ERP proposta para que as informações  de  custo  de  matérias-primas  e  insumos  (estoque)  sejam  consideradas  na  formulação  para
identificação da melhor opção (do ponto de vista de custo de produção).",,GAP,Integração ,,GAP,,ID 58 - PP (t6) - Dados Mestre - Objetos técnicos (Planejamento e Controle de Produção),"BNK,BNL,BLD",,
2,6001,Cadastro,Cliente,KLASSFORR,"SD, AR, C4C,BP",KLASSFORR - BPD001 - DMS no SGI/Auditoria,BPD001 - Controladoria - DMS no SGI/Auditoria,"Permitir a integração com o  Sintegra para validação da inscrição do estado e CNPJ. Atualmente temos que acessar os sites das receitas estaduais onde possuímos operações e efetuar a baixa de arquivos (TXT) onde constam os contribuintes ativos e inativos. Após a baixa deste arquivo, temos que efetuar o processamento do mesmo contra o cadastro de clientes e fornecedores, este processo efetua o bloqueio e desbloqueio dos clientes e fornecedores e registra o motivo pelo qual o mesmo foi bloqueado nos respectivos cadastros. Isto é efetuado diariamente e tem como objetivo principal evitar que haja um lançamento de pedido de venda ou compra e que uma possível restrição da Inscrição Estadual do mesmo impeça o envio da nota fiscal eletrônica ao Portal da NF-e. Nos casos mais comuns esta validação já ocorre diretamente no site da Receita Federal, porém  somente  no  momento  da  emissão  da  nota  fiscal,  temos  que  ter  esta  informação  no  momento  do lançamento do pedido. Manter o arquivo baixado para futuras consultas e validações.",,,"GAP: criar cockipt para validação dos dados, verificar com equipe de cadastro Sc/SD. Avaliar a API da DBDireto",,GAP,,342 - Gestão de documentos,,,"GAP, criar cockipt para validação dos dados, verificar com equipe de cadastro Sc/SD. Avaliar a API da DBDireto"
3,6002,Cadastro,Cliente,KLASSFORR,"SD, AR, C4C, BP","KLASSFORR - BPD004 - Dados Mestres BP (Parceiro de Negócio)  (FI, CO, MM, SD, TM)","BPD004 - CROSS - Dados Mestres BP (Parceiro de Negócio)  (FI, CO, MM, SD, TM)","Permitir  a  classificação do cliente (TRR, Consumidor Final (até 15.000,00 L), Revendedor e Congêneres). No ramo de combustiveis devemos identificar os tipos de clientes (TRR, Consumidor Final, Revendedor, Congêneres, Outros, etc). Isto se deve pelo fato de haverem códigos específicos de atividades (SCANC e i-SIMP) que são utilizados na geração dos arquivos. Além disso, poderão haver outros tipos de atividades, estes parâmetros também são utilizados para emissão de relatórios, etc",,,"Definir campo para classificar os Clientes. Sugestão: aba ""Controle"", campo ""Tipo PN"" (BPKIND)",,,,ID 44 - Cliente (BP - Business Partner),,,
4,6003,Cadastro,Cliente,BP,"SD, AR, C4C",BP - BPD001 - DMS no SGI/Auditoria,BPD001 - Controladoria - DMS no SGI/Auditoria,"Permitir o cadastro do status do cliente (Ativo, bloqueado, Restrição ANP, Restrição SEFAZ, Restrição a Venda, etc). Exemplo: Restrição na ANP impede a venda devido a motivos como troca de bandeira e se o revendedor possui alguma outra restrição no órgão. Neste exemplo especificamente, também há a validação de um arquivo (TXT) que é baixado do site da ANP e processado duas vezes ao dia. O sistema deve bloquear o cliente caso haja uma divergência na bandeira cadastrada na empresa e a bandeira constante na ANP, como também se  houver  uma  inscrição  revogada. Esta rotina é necessária para que haja a validação da venda somente a clientes bandeirados ou clientes bandeira branca. É necessário o armazenamento deste arquivo para fins históricos. Estes status são exibidos e afetam diversas partes do sistema onde o cliente seja consultado (pedidos de vendas, liberação de pedidos, crédito, etc)",,GAP,,Sim-11,,,342 - Gestão de documentos,,,"Usar a aba ""Status"""
5,6004,Cadastro,Cliente,BP,"SD, AR, C4C, FSCM, KLASSFORR","BP - BPD004 - Dados Mestres BP (Parceiro de Negócio)  (FI, CO, MM, SD, TM)","BPD004 - CROSS - Dados Mestres BP (Parceiro de Negócio)  (FI, CO, MM, SD, TM)","Permitir a validação do grupo econômico. Há casos em que clientes possuem vários CNPJ’s com raízes iguais ou  distintas, o mesmo é tratado dentro da empresa como sendo um grupo econômico, isto possibilita a adequação do limite de crédito do mesmo para que não permita a utilização individual de limites em cadastros distintos. Uma característica que também é validada no sistema é a participação de sócios em outros cadastros, caso haja um sócio coincidente, automaticamente é caracterizado um grupo econômico. A composição do Grupo Econômico ocorrerá somente se houver vínculo comprovado por meio de documentação (composição societária) das empresas (matriz e filiais), familiar, procuração pública, carta de fiança, etc. O Grupo Econômico fundamenta e agrega todos os clientes permitindo a gestão de limites e análise consolidada de crédito disponível perante a Potencial.",,,Alinhar com Consultores SD,,,,ID 44 - Cliente (BP - Business Partner),,,
